id,zip,location,city,population,people_per_sqmi,rank
645,13126,"43.438798, -76.457454","Oswego,ÊNew York",36454,364.78,"#9,095"
646,11949,"40.860476, -72.793791","Manorville,ÊNew York",11385,362.11,"#9,111"
647,12020,"43.001948, -73.868841","Ballston Spa,ÊNew York",28068,361.74,"#9,116"
648,12542,"41.613876, -74.015014","Marlboro,ÊNew York",5818,359.54,"#9,134"
649,12570,"41.613737, -73.670422","Poughquag,ÊNew York",5884,359.28,"#9,137"
650,11980,"40.831652, -72.923760","Yaphank,ÊNew York",4221,358.25,"#9,146"
651,14903,"42.131632, -76.871851","Elmira,ÊNew York",7600,358.23,"#9,147"
652,13357,"42.970962, -75.081183","Ilion,ÊNew York",11555,353.35,"#9,191"
653,11939,"41.135116, -72.339675","East Marion,ÊNew York",777,353.18,"#9,194"
654,13021,"42.922181, -76.561464","Auburn,ÊNew York",41704,344.08,"#9,257"
655,12118,"42.923768, -73.718177","Mechanicville,ÊNew York",11767,340.76,"#9,281"
656,10918,"41.344192, -74.262177","Chester,ÊNew York",11492,340.65,"#9,282"
657,14020,"43.001476, -78.214875","Batavia,ÊNew York",23055,338.17,"#9,304"
658,14059,"42.835012, -78.642549","Elma,ÊNew York",8937,337.86,"#9,308"
659,10963,"41.472208, -74.542990","Otisville,ÊNew York",4660,335.94,"#9,324"
660,13421,"43.061915, -75.660092","Oneida,ÊNew York",13192,335.89,"#9,325"
661,10578,"41.320276, -73.678991","Purdys,ÊNew York",661,331.7,"#9,359"
662,10519,"41.342055, -73.661095","Croton Falls,ÊNew York",156,329.62,"#9,383"
663,11948,"40.963769, -72.553554","Laurel,ÊNew York",903,329.36,"#9,385"
664,14420,"43.213653, -77.937505","Brockport,ÊNew York",19307,327.81,"#9,395"
665,10924,"41.381005, -74.352471","Goshen,ÊNew York",12308,325.11,"#9,424"
666,13748,"42.042579, -75.822521","Conklin,ÊNew York",4067,325.07,"#9,425"
667,11935,"41.021223, -72.486958","Cutchogue,ÊNew York",3444,324.13,"#9,437"
668,13313,"42.878248, -75.267671","Bridgewater,ÊNew York",620,324.08,"#9,439"
669,13029,"43.221243, -76.144434","Brewerton,ÊNew York",5684,324.06,"#9,440"
670,13350,"43.061013, -74.986356","Herkimer,ÊNew York",9878,324.06,"#9,441"
671,10506,"41.190889, -73.638479","Bedford,ÊNew York",5537,320.81,"#9,475"
672,14760,"42.063776, -78.404837","Olean,ÊNew York",20510,317.64,"#9,501"
673,11765,"40.881909, -73.553311","Mill Neck,ÊNew York",732,313.92,"#9,532"
674,11956,"40.976187, -72.466401","New Suffolk,ÊNew York",316,312.87,"#9,544"
675,12733,"41.727393, -74.606582","Fallsburg,ÊNew York",1608,312.12,"#9,552"
676,10518,"41.277016, -73.602519","Cross River,ÊNew York",1552,311.39,"#9,563"
677,14468,"43.290542, -77.808702","Hilton,ÊNew York",16526,309.35,"#9,583"
678,10990,"41.269726, -74.366389","Warwick,ÊNew York",19315,308.6,"#9,593"
679,12821,"43.453350, -73.408531","Comstock,ÊNew York",3219,307.18,"#9,610"
680,12547,"41.660687, -73.986567","Milton,ÊNew York",2350,306.29,"#9,619"
681,11937,"41.008427, -72.194482","East Hampton,ÊNew York",13289,306.18,"#9,621"
682,12477,"42.091943, -73.990006","Saugerties,ÊNew York",20199,306.12,"#9,622"
683,13104,"42.963030, -75.948439","Manlius,ÊNew York",14414,305.89,"#9,625"
684,12419,"41.852184, -74.107250","Cottekill,ÊNew York",315,303.08,"#9,656"
685,13859,"42.372486, -75.245254","Wells Bridge,ÊNew York",213,302.57,"#9,662"
686,12086,"43.009005, -74.086332","Hagaman,ÊNew York",1554,302.37,"#9,666"
687,12577,"41.424982, -74.109743","Salisbury Mills,ÊNew York",1614,299.6,"#9,702"
688,14513,"43.063469, -77.100046","Newark,ÊNew York",14858,298.77,"#9,708"
689,14716,"42.376294, -79.436818","Brocton,ÊNew York",3641,295.48,"#9,745"
690,12196,"42.631786, -73.613946","West Sand Lake,ÊNew York",2841,295.33,"#9,747"
691,13323,"43.040114, -75.379336","Clinton,ÊNew York",11772,295.1,"#9,750"
692,12561,"41.750978, -74.110614","New Paltz,ÊNew York",17435,294.15,"#9,758"
693,12528,"41.713907, -73.995071","Highland,ÊNew York",12770,290.49,"#9,797"
694,10986,"41.272382, -73.985586","Tomkins Cove,ÊNew York",1739,290,"#9,805"
695,13601,"43.976818, -75.914247","Watertown,ÊNew York",36990,289.22,"#9,812"
696,14203,"42.848139, -78.847987","Buffalo,ÊNew York",1009,288.6,"#9,820"
697,11959,"40.827003, -72.602522","Quogue,ÊNew York",1015,282.85,"#9,879"
698,12515,"41.679444, -74.064879","Clintondale,ÊNew York",1068,278.89,"#9,928"
699,14063,"42.408411, -79.331104","Fredonia,ÊNew York",14690,278.39,"#9,932"
700,14052,"42.772537, -78.584397","East Aurora,ÊNew York",18248,277.1,"#9,948"
701,12582,"41.550169, -73.726637","Stormville,ÊNew York",4550,275.44,"#9,965"
702,14519,"43.233972, -77.314631","Ontario,ÊNew York",11020,272.43,"#10,002"
703,13732,"42.049447, -76.167535","Apalachin,ÊNew York",8380,269.93,"#10,029"
704,12569,"41.734557, -73.792840","Pleasant Valley,ÊNew York",8842,268.79,"#10,039"
705,14456,"42.846127, -77.006235","Geneva,ÊNew York",20216,267.42,"#10,055"
706,13403,"43.164533, -75.267645","Marcy,ÊNew York",7919,267.07,"#10,063"
707,12151,"42.922697, -73.787225","Round Lake,ÊNew York",706,266.99,"#10,064"
708,14464,"43.326618, -77.929685","Hamlin,ÊNew York",7637,262.22,"#10,130"
709,12033,"42.543138, -73.705499","Castleton On Hudson,ÊNew York",8188,258.63,"#10,171"
710,12721,"41.568348, -74.427346","Bloomingburg,ÊNew York",5513,258.44,"#10,175"
711,14502,"43.109233, -77.344072","Macedon,ÊNew York",9197,258.28,"#10,179"
712,11978,"40.829341, -72.629768","Westhampton Beach,ÊNew York",3800,257.6,"#10,193"
713,14568,"43.159881, -77.281348","Walworth,ÊNew York",5874,256.75,"#10,209"
714,12015,"42.292243, -73.821532","Athens,ÊNew York",2832,255.48,"#10,229"
715,14814,"42.141860, -76.950494","Big Flats,ÊNew York",1747,255.46,"#10,230"
716,12571,"42.007516, -73.823254","Red Hook,ÊNew York",11834,254.75,"#10,240"
717,13045,"42.587244, -76.188554","Cortland,ÊNew York",29174,254.34,"#10,247"
718,12759,"41.786385, -74.660591","Loch Sheldrake,ÊNew York",1683,252.83,"#10,263"
719,14845,"42.203190, -76.839324","Horseheads,ÊNew York",19892,252.32,"#10,271"
720,12143,"42.489818, -73.855238","Ravena,ÊNew York",5348,251.66,"#10,276"
721,12589,"41.626536, -74.145217","Wallkill,ÊNew York",13261,251.01,"#10,294"
722,10973,"41.380516, -74.480462","Slate Hill,ÊNew York",1887,249.91,"#10,308"
723,14004,"42.898738, -78.517223","Alden,ÊNew York",12241,249.11,"#10,328"
724,12489,"41.755712, -74.349070","Wawarsing,ÊNew York",290,245.85,"#10,371"
725,12063,"42.553220, -73.632347","East Schodack,ÊNew York",192,243.82,"#10,391"
726,12594,"41.646342, -73.562593","Wingdale,ÊNew York",3618,241.34,"#10,418"
727,14564,"42.981266, -77.431077","Victor,ÊNew York",9903,240.84,"#10,425"
728,12548,"41.657693, -74.101817","Modena,ÊNew York",1528,237.62,"#10,468"
729,12439,"42.295070, -74.213326","Hensonville,ÊNew York",107,237.34,"#10,472"
730,14174,"43.249139, -78.998325","Youngstown,ÊNew York",5742,236.6,"#10,480"
731,10597,"41.292024, -73.606222","Waccabuc,ÊNew York",445,234.44,"#10,506"
732,13602,"44.061817, -75.741909","Fort Drum,ÊNew York",4651,233.61,"#10,519"
733,12443,"41.934991, -74.084925","Hurley,ÊNew York",3859,231.03,"#10,554"
734,14032,"43.046776, -78.631524","Clarence Center,ÊNew York",5553,230.32,"#10,567"
735,10560,"41.340527, -73.597609","North Salem,ÊNew York",4941,230.14,"#10,569"
736,12779,"41.696285, -74.628008","South Fallsburg,ÊNew York",1544,228.61,"#10,599"
737,13424,"43.158842, -75.357088","Oriskany,ÊNew York",2744,227.77,"#10,609"
738,14034,"42.495620, -78.860854","Collins,ÊNew York",6105,226.8,"#10,624"
739,14830,"42.129568, -77.029569","Corning,ÊNew York",19342,226.66,"#10,629"
740,12010,"42.935694, -74.172293","Amsterdam,ÊNew York",28544,225.69,"#10,642"
741,14132,"43.152672, -78.867925","Sanborn,ÊNew York",5572,225.19,"#10,650"
742,10985,"41.583519, -74.373188","Thompson Ridge,ÊNew York",57,221.72,"#10,701"
743,12754,"41.802957, -74.745419","Liberty,ÊNew York",7130,221.61,"#10,705"
744,13069,"43.329278, -76.380658","Fulton,ÊNew York",26451,221.49,"#10,708"
745,12831,"43.190815, -73.691874","Gansevoort,ÊNew York",14204,220.64,"#10,718"
746,10579,"41.397661, -73.839130","Putnam Valley,ÊNew York",7945,219.04,"#10,747"
747,12498,"42.046044, -74.109455","Woodstock,ÊNew York",5417,218.9,"#10,750"
748,14136,"42.521331, -79.175253","Silver Creek,ÊNew York",5429,217.26,"#10,775"
749,14808,"42.563230, -77.467272","Atlanta,ÊNew York",595,215.42,"#10,796"
750,12095,"43.034887, -74.423556","Johnstown,ÊNew York",12911,215.18,"#10,799"
751,14108,"43.264549, -78.733324","Newfane,ÊNew York",5938,214.29,"#10,814"
752,11954,"41.047283, -71.949541","Montauk,ÊNew York",3851,212.23,"#10,850"
753,13037,"43.058819, -75.867355","Chittenango,ÊNew York",8772,211.91,"#10,858"
754,12549,"41.520026, -74.257424","Montgomery,ÊNew York",8670,211.88,"#10,859"
755,13078,"42.958484, -76.061077","Jamesville,ÊNew York",8625,211.68,"#10,865"
756,10524,"41.375242, -73.926122","Garrison,ÊNew York",4232,211.06,"#10,876"
757,12463,"42.185728, -74.028971","Palenville,ÊNew York",1360,209.17,"#10,912"
758,10171,"40.755899, -73.973858","New York,ÊNew York",1,207.69,"#10,932"
759,13469,"43.214828, -75.302367","Stittville,ÊNew York",807,207.6,"#10,934"
760,13120,"42.933170, -76.175146","Nedrow,ÊNew York",2998,207.18,"#10,938"
761,10576,"41.221577, -73.572332","Pound Ridge,ÊNew York",4530,207.08,"#10,944"
762,12534,"42.224111, -73.756154","Hudson,ÊNew York",18686,207.03,"#10,945"
763,12531,"41.520881, -73.659921","Holmes,ÊNew York",3051,206.92,"#10,948"
764,12481,"41.976090, -74.207238","Shokan,ÊNew York",1269,206.12,"#10,961"
765,14892,"42.046025, -76.529114","Waverly,ÊNew York",8258,205.53,"#10,973"
766,12841,"43.639940, -73.507678","Huletts Landing,ÊNew York",87,205.47,"#10,975"
767,14894,"42.019488, -76.750371","Wellsburg,ÊNew York",2531,204.75,"#10,984"
768,12148,"42.827793, -73.848164","Rexford,ÊNew York",2929,203,"#11,023"
769,13108,"42.964845, -76.331113","Marcellus,ÊNew York",6057,202.8,"#11,028"
770,12540,"41.669552, -73.714516","Lagrangeville,ÊNew York",6633,201.11,"#11,057"
771,14874,"42.531888, -77.178619","Pulteney,ÊNew York",216,200.32,"#11,071"
772,13082,"43.102730, -75.959888","Kirkville,ÊNew York",5012,200.31,"#11,072"
773,13135,"43.248350, -76.332359","Phoenix,ÊNew York",5750,199.91,"#11,077"
774,12158,"42.542092, -73.822124","Selkirk,ÊNew York",5779,198.58,"#11,097"
775,12186,"42.640203, -73.982848","Voorheesville,ÊNew York",6461,198.14,"#11,103"
776,12078,"43.134351, -74.339632","Gloversville,ÊNew York",23853,197.78,"#11,107"
777,11965,"41.076855, -72.341896","Shelter Island Heights,ÊNew York",1080,197.17,"#11,116"
778,13820,"42.483429, -75.036905","Oneonta,ÊNew York",21058,196.48,"#11,125"
779,14454,"42.797774, -77.774638","Geneseo,ÊNew York",10207,196.14,"#11,130"
780,11933,"40.917015, -72.754074","Calverton,ÊNew York",5857,195.65,"#11,142"
781,13060,"43.024403, -76.423425","Elbridge,ÊNew York",2852,195.12,"#11,150"
782,13795,"42.056638, -75.778938","Kirkwood,ÊNew York",3770,194.86,"#11,156"
783,12491,"41.965186, -74.141441","West Hurley,ÊNew York",1610,194.77,"#11,157"
784,13030,"43.148972, -76.033624","Bridgeport,ÊNew York",4272,192.63,"#11,201"
785,14522,"43.061864, -77.224684","Palmyra,ÊNew York",8766,192.36,"#11,205"
786,14424,"42.856695, -77.303277","Canandaigua,ÊNew York",24878,192.11,"#11,211"
787,10916,"41.442343, -74.250577","Campbell Hall,ÊNew York",4070,190.32,"#11,246"
788,12184,"42.420039, -73.653177","Valatie,ÊNew York",7273,190.22,"#11,247"
789,12580,"41.863651, -73.871535","Staatsburg,ÊNew York",3869,189.95,"#11,255"
790,12487,"41.877496, -73.999323","Ulster Park,ÊNew York",3856,188.14,"#11,290"
791,13662,"44.933501, -74.878245","Massena,ÊNew York",16729,186.04,"#11,350"
792,12751,"41.682808, -74.656247","Kiamesha Lake,ÊNew York",387,185.89,"#11,353"
793,13036,"43.309256, -76.166775","Central Square,ÊNew York",8462,185.61,"#11,360"
794,12701,"41.652125, -74.698825","Monticello,ÊNew York",11522,184.21,"#11,387"
795,12974,"44.043787, -73.472821","Port Henry,ÊNew York",1540,184.13,"#11,389"
796,13132,"43.271927, -76.251046","Pennellville,ÊNew York",4310,183.89,"#11,395"
797,12828,"43.254993, -73.558355","Fort Edward,ÊNew York",8358,182.36,"#11,425"
798,11958,"41.039067, -72.464419","Peconic,ÊNew York",445,181.33,"#11,445"
799,12566,"41.622479, -74.340383","Pine Bush,ÊNew York",11061,180.37,"#11,462"
800,12572,"41.924885, -73.863664","Rhinebeck,ÊNew York",9960,180.07,"#11,472"
801,14589,"43.249424, -77.174261","Williamson,ÊNew York",7653,179.8,"#11,481"
802,10919,"41.526746, -74.378036","Circleville,ÊNew York",562,179.76,"#11,482"
803,12140,"42.696684, -73.540064","Poestenkill,ÊNew York",1303,177.63,"#11,541"
804,14487,"42.810905, -77.636990","Livonia,ÊNew York",5786,177.53,"#11,543"
805,14481,"42.770069, -77.921401","Leicester,ÊNew York",3676,177.34,"#11,548"
806,12792,"41.525311, -74.938845","Yulan,ÊNew York",295,176.99,"#11,558"
807,12413,"42.313984, -74.022160","Cairo,ÊNew York",2673,176.42,"#11,572"
808,14057,"42.640511, -78.879414","Eden,ÊNew York",8276,174.93,"#11,602"
809,14170,"42.700245, -78.674307","West Falls,ÊNew York",2633,173.96,"#11,625"
810,12173,"42.371855, -73.754161","Stuyvesant,ÊNew York",2357,173.04,"#11,648"
811,10926,"41.276440, -74.116509","Harriman,ÊNew York",3275,171.15,"#11,695"
812,14472,"42.973554, -77.576983","Honeoye Falls,ÊNew York",8140,170.04,"#11,716"
813,12170,"43.001956, -73.667271","Stillwater,ÊNew York",5037,168.46,"#11,754"
814,13669,"44.654951, -75.485053","Ogdensburg,ÊNew York",17892,167.75,"#11,770"
815,10516,"41.462100, -73.875003","Cold Spring,ÊNew York",5190,167.61,"#11,772"
816,11964,"41.055701, -72.316976","Shelter Island,ÊNew York",1148,167.57,"#11,773"
817,14432,"42.956106, -77.140338","Clifton Springs,ÊNew York",6106,166.73,"#11,789"
818,12789,"41.694323, -74.574261","Woodridge,ÊNew York",1677,166.35,"#11,801"
819,14414,"42.890961, -77.743757","Avon,ÊNew York",6428,164.99,"#11,830"
820,12583,"42.059591, -73.883626","Tivoli,ÊNew York",2427,164.31,"#11,844"
821,13456,"43.000897, -75.260892","Sauquoit,ÊNew York",4277,164.07,"#11,852"
822,12956,"44.097612, -73.481333","Mineville,ÊNew York",2036,163.49,"#11,865"
823,13148,"42.920125, -76.779988","Seneca Falls,ÊNew York",10913,159.3,"#11,969"
824,13607,"44.338200, -75.887805","Alexandria Bay,ÊNew York",2017,159.14,"#11,975"
825,12585,"41.726404, -73.691510","Verbank,ÊNew York",956,158.68,"#11,987"
826,12414,"42.235013, -73.924019","Catskill,ÊNew York",11641,157.73,"#12,004"
827,13165,"42.916639, -76.883297","Waterloo,ÊNew York",10828,157.68,"#12,006"
828,11932,"40.939791, -72.308369","Bridgehampton,ÊNew York",1429,156.98,"#12,025"
829,11975,"40.941107, -72.244466","Wainscott,ÊNew York",398,155.6,"#12,065"
830,14028,"43.318386, -78.719214","Burt,ÊNew York",1737,154.95,"#12,078"
831,14548,"42.976397, -77.240263","Shortsville,ÊNew York",4149,154.66,"#12,088"
832,11976,"40.929237, -72.347410","Water Mill,ÊNew York",1822,153.37,"#12,125"
833,12470,"42.293989, -74.037917","Purling,ÊNew York",729,153.28,"#12,128"
834,13032,"43.081629, -75.766050","Canastota,ÊNew York",12427,152.93,"#12,135"
835,12018,"42.628833, -73.520770","Averill Park,ÊNew York",7513,152.57,"#12,143"
836,12564,"41.577105, -73.589238","Pawling,ÊNew York",6644,151.41,"#12,166"
837,10998,"41.324048, -74.541192","Westtown,ÊNew York",3648,151.2,"#12,170"
838,12106,"42.386683, -73.711898","Kinderhook,ÊNew York",2297,149.79,"#12,199"
839,12903,"44.684070, -73.445756","Plattsburgh,ÊNew York",44,149.09,"#12,212"
840,12123,"42.522140, -73.606447","Nassau,ÊNew York",5245,148.56,"#12,225"
841,12009,"42.700772, -74.031194","Altamont,ÊNew York",7628,148.52,"#12,226"
842,13346,"42.817210, -75.538579","Hamilton,ÊNew York",5735,148.16,"#12,240"
843,14475,"42.937819, -77.498297","Ionia,ÊNew York",223,146.15,"#12,293"
844,11930,"40.988145, -72.104673","Amagansett,ÊNew York",1167,146.14,"#12,294"
845,14872,"42.228710, -76.872294","Pine Valley,ÊNew York",480,145.82,"#12,312"
846,14470,"43.205212, -78.057685","Holley,ÊNew York",8953,145.64,"#12,315"
847,14870,"42.182406, -77.124783","Painted Post,ÊNew York",9347,145.07,"#12,335"
848,14428,"43.077283, -77.872558","Churchville,ÊNew York",7539,145.01,"#12,337"
849,14069,"42.600308, -78.638387","Glenwood,ÊNew York",785,144.19,"#12,361"
850,12428,"41.734369, -74.457205","Ellenville,ÊNew York",8367,144.13,"#12,364"
851,14001,"43.036593, -78.510856","Akron,ÊNew York",9289,142.12,"#12,422"
852,14733,"42.160122, -79.172199","Falconer,ÊNew York",4019,142.1,"#12,423"
853,12849,"43.441613, -73.300072","Middle Granville,ÊNew York",445,141.75,"#12,431"
854,13490,"43.109467, -75.424150","Westmoreland,ÊNew York",1710,141.5,"#12,438"
855,12451,"42.309379, -73.958879","Leeds,ÊNew York",1496,141.36,"#12,443"
856,14546,"43.032675, -77.780006","Scottsville,ÊNew York",5479,140.58,"#12,464"
857,13076,"43.353717, -76.149319","Hastings,ÊNew York",2344,140.48,"#12,467"
858,13080,"43.080922, -76.465078","Jordan,ÊNew York",3553,140.45,"#12,471"
859,14103,"43.211161, -78.376770","Medina,ÊNew York",11612,139.88,"#12,489"
860,13166,"43.068039, -76.544080","Weedsport,ÊNew York",6107,139.15,"#12,506"
861,14482,"42.973460, -77.960890","Le Roy,ÊNew York",9198,139.01,"#12,509"
862,14585,"42.889753, -77.546889","West Bloomfield,ÊNew York",273,138.68,"#12,525"
863,13655,"44.982056, -74.650084","Hogansburg,ÊNew York",2558,138.4,"#12,536"
864,14843,"42.320079, -77.646339","Hornell,ÊNew York",13383,138.25,"#12,540"
865,14505,"43.159419, -77.168961","Marion,ÊNew York",5908,137.77,"#12,551"
866,14787,"42.311648, -79.571405","Westfield,ÊNew York",5487,137,"#12,578"
867,13476,"43.087503, -75.509514","Vernon,ÊNew York",3219,134.24,"#12,664"
868,12788,"41.787539, -74.589314","Woodbourne,ÊNew York",2935,134.2,"#12,667"
869,14172,"43.286046, -78.818100","Wilson,ÊNew York",3230,133.56,"#12,683"
870,14551,"43.218114, -77.049402","Sodus,ÊNew York",5596,133.44,"#12,689"
871,12578,"41.808483, -73.781304","Salt Point,ÊNew York",2105,132.28,"#12,724"
872,13827,"42.109832, -76.249951","Owego,ÊNew York",11823,132.16,"#12,728"
873,12575,"41.486109, -74.158896","Rock Tavern,ÊNew York",2089,131.84,"#12,739"
874,13815,"42.547416, -75.533555","Norwich,ÊNew York",14019,131.5,"#12,758"
875,13340,"43.061642, -75.128570","Frankfort,ÊNew York",7937,130.86,"#12,778"
876,12025,"43.083346, -74.138092","Broadalbin,ÊNew York",5683,130.46,"#12,789"
877,12871,"43.088569, -73.612965","Schuylerville,ÊNew York",4033,130.38,"#12,792"
878,12747,"41.750928, -74.692894","Hurleyville,ÊNew York",1939,130.37,"#12,793"
879,12962,"44.710163, -73.594763","Morrisonville,ÊNew York",5967,130.13,"#12,807"
880,14712,"42.183745, -79.361923","Bemus Point,ÊNew York",3533,129.79,"#12,824"
881,13612,"43.985237, -75.769370","Black River,ÊNew York",2711,129.63,"#12,828"
882,14485,"42.882635, -77.601026","Lima,ÊNew York",4593,129.39,"#12,834"
883,12507,"42.008365, -73.918926","Barrytown,ÊNew York",108,129.14,"#12,845"
884,10958,"41.379281, -74.423711","New Hampton,ÊNew York",2967,129.09,"#12,846"
885,13152,"42.905238, -76.381554","Skaneateles,ÊNew York",8453,128.75,"#12,856"
886,12192,"42.417040, -73.817206","West Coxsackie,ÊNew York",2270,128.23,"#12,873"
887,12863,"43.063469, -73.935709","Rock City Falls,ÊNew York",596,127.39,"#12,905"
888,12043,"42.693970, -74.530506","Cobleskill,ÊNew York",8207,126.6,"#12,939"
889,13053,"42.479574, -76.267919","Dryden,ÊNew York",4413,126.51,"#12,940"
890,14131,"43.235271, -78.899008","Ransomville,ÊNew York",5307,124.95,"#12,984"
891,14025,"42.621454, -78.726069","Boston,ÊNew York",3141,124.91,"#12,985"
892,14411,"43.235972, -78.216477","Albion,ÊNew York",14676,124.78,"#12,994"
893,14530,"42.741094, -78.014636","Perry,ÊNew York",5780,124.53,"#13,001"
894,13164,"43.092042, -76.313051","Warners,ÊNew York",1759,124.25,"#13,013"
895,14543,"42.990648, -77.679529","Rush,ÊNew York",3296,123.87,"#13,027"
896,13833,"42.198205, -75.768632","Port Crane,ÊNew York",4463,123.69,"#13,032"
897,12775,"41.623302, -74.592546","Rock Hill,ÊNew York",1666,122.96,"#13,053"
898,12749,"41.689959, -74.826713","Kauneonga Lake,ÊNew York",251,122.24,"#13,074"
899,12041,"42.539990, -73.973842","Clarksville,ÊNew York",14,121.41,"#13,103"
900,12778,"41.642678, -74.817550","Smallwood,ÊNew York",735,121.32,"#13,110"
901,12484,"41.861839, -74.176528","Stone Ridge,ÊNew York",2540,121.13,"#13,117"
902,14865,"42.356119, -76.826721","Montour Falls,ÊNew York",2699,120.48,"#13,138"
903,12433,"42.000525, -74.156458","Glenford,ÊNew York",404,120.3,"#13,143"
904,14882,"42.580117, -76.553258","Lansing,ÊNew York",3943,119.52,"#13,170"
905,13685,"43.925467, -76.085519","Sackets Harbor,ÊNew York",2206,119.49,"#13,174"
906,12522,"41.720153, -73.581931","Dover Plains,ÊNew York",5691,119.24,"#13,186"
907,13637,"44.106202, -75.818322","Evans Mills,ÊNew York",3849,118.93,"#13,200"
908,13145,"43.651660, -76.123014","Sandy Creek,ÊNew York",1874,118.44,"#13,223"
909,14011,"42.830674, -78.299709","Attica,ÊNew York",8170,117.57,"#13,257"
910,12405,"42.322121, -74.071832","Acra,ÊNew York",454,116.16,"#13,312"
911,14816,"42.188762, -76.737056","Breesport,ÊNew York",624,115.83,"#13,323"
912,12070,"42.981313, -74.265712","Fort Johnson,ÊNew York",1276,115.71,"#13,327"
913,12833,"43.140518, -73.857206","Greenfield Center,ÊNew York",4492,115.54,"#13,336"
914,12460,"42.409805, -74.162475","Oak Hill,ÊNew York",376,115.42,"#13,343"
915,13308,"43.251374, -75.660412","Blossvale,ÊNew York",4867,114.94,"#13,362"
916,12068,"42.956072, -74.401834","Fonda,ÊNew York",3999,114.73,"#13,370"
917,13074,"43.319627, -76.550317","Hannibal,ÊNew York",4340,114.58,"#13,380"
918,12056,"42.764876, -74.100328","Duanesburg,ÊNew York",2219,114.22,"#13,394"
919,12791,"41.809139, -74.913540","Youngsville,ÊNew York",448,113.68,"#13,422"
920,14033,"42.660306, -78.684252","Colden,ÊNew York",2062,112.99,"#13,445"
921,13363,"43.337328, -75.512822","Lee Center,ÊNew York",2397,112.9,"#13,449"
922,12526,"42.122234, -73.858769","Germantown,ÊNew York",3638,112.74,"#13,454"
923,13304,"43.231963, -75.170870","Barneveld,ÊNew York",1655,111.93,"#13,483"
924,14769,"42.367931, -79.472317","Portland,ÊNew York",1024,111.83,"#13,491"
925,13073,"42.583670, -76.387923","Groton,ÊNew York",6000,111.34,"#13,516"
926,14070,"42.419658, -78.917725","Gowanda,ÊNew York",5735,110.57,"#13,555"
927,14489,"43.088381, -76.994347","Lyons,ÊNew York",7669,109.24,"#13,615"
928,12752,"41.676704, -74.991679","Lake Huntington,ÊNew York",145,109.14,"#13,618"
929,13428,"42.915071, -74.546238","Palatine Bridge,ÊNew York",1698,108.85,"#13,634"
930,14532,"42.964101, -77.032088","Phelps,ÊNew York",4392,108.25,"#13,663"
931,12859,"43.167174, -73.896576","Porter Corners,ÊNew York",1984,107.53,"#13,684"
932,12748,"41.770795, -74.928957","Jeffersonville,ÊNew York",1929,107.05,"#13,712"
933,14125,"43.084919, -78.274609","Oakfield,ÊNew York",3839,107.02,"#13,716"
934,12090,"42.876802, -73.351525","Hoosick Falls,ÊNew York",6189,106.75,"#13,725"
935,14478,"42.572191, -77.128404","Keuka Park,ÊNew York",1364,106.75,"#13,726"
936,12037,"42.338761, -73.565767","Chatham,ÊNew York",4017,106.52,"#13,742"
937,14416,"43.083960, -77.992253","Bergen,ÊNew York",3875,106.52,"#13,743"
938,13408,"42.919020, -75.664315","Morrisville,ÊNew York",3908,106.48,"#13,747"
939,14744,"42.424066, -78.217658","Houghton,ÊNew York",2282,106.14,"#13,763"
940,13068,"42.500037, -76.365082","Freeville,ÊNew York",5038,105.76,"#13,776"
941,13619,"43.978952, -75.600977","Carthage,ÊNew York",11112,105.64,"#13,781"
942,13077,"42.711074, -76.206959","Homer,ÊNew York",6823,105.61,"#13,783"
943,13676,"44.654960, -74.926222","Potsdam,ÊNew York",17029,105.45,"#13,794"
944,13084,"42.880541, -76.124474","La Fayette,ÊNew York",4215,105.39,"#13,799"
945,14141,"42.518547, -78.700622","Springville,ÊNew York",7858,104.83,"#13,823"
946,13114,"43.463656, -76.241569","Mexico,ÊNew York",6462,104.63,"#13,830"
947,12440,"41.803951, -74.140091","High Falls,ÊNew York",2010,104.51,"#13,833"
948,11957,"41.153376, -72.263818","Orient,ÊNew York",662,104.48,"#13,835"
949,10170,"40.752625, -73.975877","New York,ÊNew York",1,103.92,"#13,864"
950,14864,"42.285203, -76.845703","Millport,ÊNew York",1427,103.6,"#13,871"
951,12514,"41.877418, -73.764441","Clinton Corners,ÊNew York",2854,102.78,"#13,905"
952,13777,"42.251796, -75.994246","Glen Aubrey,ÊNew York",1049,102.62,"#13,911"
953,14042,"42.462371, -78.473211","Delevan,ÊNew York",4553,102.5,"#13,920"
954,14105,"43.180186, -78.486578","Middleport,ÊNew York",4483,102.42,"#13,925"
955,13668,"44.755152, -74.998740","Norwood,ÊNew York",3173,102.38,"#13,927"
956,14067,"43.212160, -78.556274","Gasport,ÊNew York",5128,102.36,"#13,930"
957,10969,"41.294796, -74.487978","Pine Island,ÊNew York",1084,101.95,"#13,948"
958,12525,"41.689432, -74.208280","Gardiner,ÊNew York",2868,101.58,"#13,964"
959,14437,"42.569208, -77.733176","Dansville,ÊNew York",12296,101.47,"#13,969"
960,13035,"42.931819, -75.824233","Cazenovia,ÊNew York",8065,101.44,"#13,971"
961,12420,"41.671045, -74.383413","Cragsmoor,ÊNew York",369,100.37,"#14,012"
962,14423,"42.937814, -77.835109","Caledonia,ÊNew York",4953,100.25,"#14,018"
963,14770,"42.025254, -78.293380","Portville,ÊNew York",3269,100.17,"#14,022"
