id,zip,location,city,population,people_per_sqmi,rank
964,14810,"42.348980, -77.344542","Bath,ÊNew York",12536,100.03,"#14,028"
965,13478,"43.144012, -75.581897","Verona,ÊNew York",3219,99.98,"#14,033"
966,12125,"42.475027, -73.412709","New Lebanon,ÊNew York",1493,99.68,"#14,051"
967,12404,"41.818967, -74.236062","Accord,ÊNew York",3772,99.24,"#14,072"
968,13407,"42.965377, -74.944407","Mohawk,ÊNew York",5724,99.03,"#14,085"
969,13167,"43.330099, -76.066134","West Monroe,ÊNew York",3449,98.85,"#14,105"
970,12157,"42.669798, -74.286077","Schoharie,ÊNew York",3987,98.8,"#14,109"
971,12845,"43.424813, -73.718378","Lake George,ÊNew York",4801,98.75,"#14,111"
972,13744,"42.243494, -75.907999","Castle Creek,ÊNew York",1202,98.61,"#14,118"
973,13160,"42.827598, -76.648904","Union Springs,ÊNew York",1856,98.43,"#14,130"
974,14036,"42.973851, -78.389527","Corfu,ÊNew York",5243,98.22,"#14,142"
975,14545,"42.662130, -77.699536","Scottsburg,ÊNew York",203,97.91,"#14,155"
976,12838,"43.328764, -73.401454","Hartford,ÊNew York",649,97.53,"#14,177"
977,14466,"42.779916, -77.583278","Hemlock,ÊNew York",1593,97.39,"#14,189"
978,14476,"43.329379, -78.042800","Kendall,ÊNew York",2623,96.81,"#14,219"
979,12134,"43.235596, -74.140135","Northville,ÊNew York",2623,96.23,"#14,258"
980,14471,"42.747504, -77.499442","Honeoye,ÊNew York",2861,95.89,"#14,271"
981,12844,"43.489063, -73.621362","Kattskill Bay,ÊNew York",269,95.85,"#14,273"
982,13110,"42.889042, -76.276926","Marietta,ÊNew York",2472,95.54,"#14,283"
983,14706,"42.106183, -78.528294","Allegany,ÊNew York",7596,95.16,"#14,299"
984,13746,"42.237222, -75.862775","Chenango Forks,ÊNew York",2203,95.09,"#14,303"
985,12785,"41.521037, -74.589126","Westbrookville,ÊNew York",186,94.98,"#14,307"
986,12035,"42.733746, -74.371881","Central Bridge,ÊNew York",1287,94.15,"#14,356"
987,14081,"42.563205, -79.067832","Irving,ÊNew York",3418,94.07,"#14,364"
988,13624,"44.209480, -76.093055","Clayton,ÊNew York",5810,93.9,"#14,374"
989,14527,"42.666969, -77.068146","Penn Yan,ÊNew York",12970,93.9,"#14,375"
990,12185,"42.922756, -73.545061","Valley Falls,ÊNew York",2096,93.67,"#14,389"
991,14469,"42.873417, -77.462990","Bloomfield,ÊNew York",5982,93.54,"#14,399"
992,12121,"42.851135, -73.612683","Melrose,ÊNew York",1806,92.82,"#14,435"
993,10975,"41.267079, -74.172263","Southfields,ÊNew York",307,92.36,"#14,457"
994,13112,"43.095233, -76.407971","Memphis,ÊNew York",1922,91.87,"#14,481"
995,13142,"43.556406, -76.129199","Pulaski,ÊNew York",6595,91.29,"#14,520"
996,12972,"44.555281, -73.539491","Peru,ÊNew York",5615,91.21,"#14,529"
997,14779,"42.137151, -78.741310","Salamanca,ÊNew York",7352,90.47,"#14,576"
998,13365,"43.070063, -74.850276","Little Falls,ÊNew York",8926,90.46,"#14,578"
999,14895,"42.081440, -77.940922","Wellsville,ÊNew York",10311,90.4,"#14,581"
1000,13406,"43.141034, -74.935218","Middleville,ÊNew York",710,89.76,"#14,626"
1001,13140,"43.060381, -76.650274","Port Byron,ÊNew York",4915,89.67,"#14,630"
1002,14886,"42.505751, -76.684980","Trumansburg,ÊNew York",6441,89.07,"#14,667"
1003,12431,"42.362023, -74.023533","Freehold,ÊNew York",1463,88.77,"#14,684"
1004,13034,"42.961986, -76.711189","Cayuga,ÊNew York",1933,88.49,"#14,705"
1005,14516,"43.197860, -76.911334","North Rose,ÊNew York",2672,87.85,"#14,742"
1006,14111,"42.584773, -78.895160","North Collins,ÊNew York",3160,87.5,"#14,772"
1007,13317,"42.862103, -74.589232","Canajoharie,ÊNew York",3809,87.36,"#14,777"
1008,12822,"43.228513, -73.922216","Corinth,ÊNew York",5721,87.02,"#14,799"
1009,14139,"42.711704, -78.528617","South Wales,ÊNew York",2031,86.82,"#14,812"
1010,14871,"42.039625, -76.911418","Pine City,ÊNew York",4908,86.1,"#14,868"
1011,12516,"42.108103, -73.551361","Copake,ÊNew York",1806,86.04,"#14,874"
1012,14080,"42.634961, -78.561244","Holland,ÊNew York",4727,85.83,"#14,886"
1013,14517,"42.593398, -77.892894","Nunda,ÊNew York",2801,85.11,"#14,931"
1014,14569,"42.750485, -78.169399","Warsaw,ÊNew York",6481,84.78,"#14,945"
1015,14891,"42.377014, -76.946182","Watkins Glen,ÊNew York",4409,84.74,"#14,947"
1016,12729,"41.489701, -74.613104","Cuddebackville,ÊNew York",1302,84.55,"#14,963"
1017,13054,"43.169352, -75.666823","Durhamville,ÊNew York",2162,84.49,"#14,966"
1018,12067,"42.557461, -73.920294","Feura Bush,ÊNew York",1854,83.72,"#15,017"
1019,14590,"43.245357, -76.832127","Wolcott,ÊNew York",5385,83.47,"#15,034"
1020,12493,"41.785589, -73.974095","West Park,ÊNew York",547,83.4,"#15,039"
1021,12592,"41.783329, -73.556777","Wassaic,ÊNew York",1214,83.22,"#15,052"
1022,12545,"41.779068, -73.677258","Millbrook,ÊNew York",4850,83.22,"#15,054"
1023,13802,"42.242134, -76.041266","Maine,ÊNew York",743,83.18,"#15,055"
1024,12075,"42.299922, -73.633627","Ghent,ÊNew York",3106,82.77,"#15,083"
1025,14867,"42.343150, -76.618094","Newfield,ÊNew York",5430,82.61,"#15,093"
1026,14521,"42.688238, -76.804245","Ovid,ÊNew York",3624,82.06,"#15,127"
1027,13634,"44.026880, -76.083381","Dexter,ÊNew York",3825,81.93,"#15,133"
1028,14039,"42.831525, -78.177221","Dale,ÊNew York",117,81.78,"#15,144"
1029,13044,"43.304757, -75.993273","Constantia,ÊNew York",2776,81.41,"#15,169"
1030,12742,"41.724328, -74.723518","Harris,ÊNew York",132,81.35,"#15,173"
1031,13425,"42.970137, -75.490673","Oriskany Falls,ÊNew York",1970,80.99,"#15,195"
1032,14757,"42.246047, -79.504370","Mayville,ÊNew York",3875,80.8,"#15,211"
1033,12953,"44.764710, -74.279566","Malone,ÊNew York",16270,80.72,"#15,218"
1034,12832,"43.358861, -73.318017","Granville,ÊNew York",7199,80.68,"#15,224"
1035,13042,"43.260450, -75.852580","Cleveland,ÊNew York",2479,80.57,"#15,231"
1036,11962,"40.938156, -72.269650","Sagaponack,ÊNew York",405,79.81,"#15,277"
1037,13617,"44.580531, -75.142767","Canton,ÊNew York",10942,79.57,"#15,287"
1038,12921,"44.888344, -73.432591","Chazy,ÊNew York",2392,79.53,"#15,289"
1039,13322,"42.977305, -75.198364","Clayville,ÊNew York",1104,79.47,"#15,293"
1040,12523,"42.069887, -73.753418","Elizaville,ÊNew York",1976,78.99,"#15,333"
1041,12083,"42.424856, -74.026466","Greenville,ÊNew York",3154,78.79,"#15,347"
1042,13862,"42.330958, -75.931008","Whitney Point,ÊNew York",3936,77.63,"#15,426"
1043,12094,"42.899423, -73.489795","Johnsonville,ÊNew York",2163,77.44,"#15,446"
1044,12746,"41.442314, -74.665141","Huguenot,ÊNew York",1144,77.27,"#15,458"
1045,13143,"43.235788, -76.714793","Red Creek,ÊNew York",3416,77.26,"#15,459"
1046,12919,"44.959984, -73.454730","Champlain,ÊNew York",2957,77.22,"#15,462"
1047,14143,"42.968891, -78.076941","Stafford,ÊNew York",1347,77.12,"#15,466"
1048,14533,"42.853887, -77.902665","Piffard,ÊNew York",2320,76.87,"#15,487"
1049,13861,"42.508540, -75.151092","West Oneonta,ÊNew York",652,76.58,"#15,509"
1050,13328,"42.981397, -75.426471","Deansboro,ÊNew York",1266,76.41,"#15,517"
1051,13131,"43.423243, -76.091802","Parish,ÊNew York",4029,76.35,"#15,521"
1052,13812,"42.034436, -76.348183","Nichols,ÊNew York",2454,76.23,"#15,532"
1053,12790,"41.563427, -74.527399","Wurtsboro,ÊNew York",5454,76.19,"#15,536"
1054,14422,"43.087057, -78.059979","Byron,ÊNew York",2518,76.14,"#15,541"
1055,12137,"42.860367, -74.133040","Pattersonville,ÊNew York",1544,76.14,"#15,543"
1056,12423,"42.382493, -74.109110","East Durham,ÊNew York",1041,76.08,"#15,553"
1057,13156,"43.325994, -76.661304","Sterling,ÊNew York",2313,76.07,"#15,555"
1058,14012,"43.332173, -78.532622","Barker,ÊNew York",2603,75.85,"#15,568"
1059,14869,"42.368195, -76.768955","Odessa,ÊNew York",1435,75.66,"#15,578"
1060,11430,"40.650916, -73.788526","Jamaica,ÊNew York",229,75.35,"#15,606"
1061,12058,"42.345129, -73.918376","Earlton,ÊNew York",1400,75.28,"#15,612"
1062,12918,"44.663770, -73.699653","Cadyville,ÊNew York",2781,75.17,"#15,621"
1063,14009,"42.593267, -78.397520","Arcade,ÊNew York",5695,75.17,"#15,622"
1064,14435,"42.711869, -77.666023","Conesus,ÊNew York",2733,74.41,"#15,679"
1065,14710,"42.087770, -79.419847","Ashville,ÊNew York",3961,74.38,"#15,683"
1066,12834,"43.088945, -73.500552","Greenwich,ÊNew York",6678,73.2,"#15,765"
1067,14718,"42.345814, -79.287617","Cassadaga,ÊNew York",2183,73.14,"#15,771"
1068,12780,"41.457111, -74.701686","Sparrow Bush,ÊNew York",2117,72.7,"#15,809"
1069,12412,"42.002120, -74.229211","Boiceville,ÊNew York",927,72.57,"#15,821"
1070,13811,"42.225336, -76.179839","Newark Valley,ÊNew York",4348,72.46,"#15,825"
1071,14030,"42.559707, -78.490059","Chaffee,ÊNew York",1617,72.41,"#15,833"
1072,12501,"41.853423, -73.557731","Amenia,ÊNew York",2340,72.33,"#15,840"
1073,14415,"42.753296, -77.023266","Bellona,ÊNew York",62,72.02,"#15,864"
1074,12416,"42.102658, -74.282783","Chichester,ÊNew York",87,72,"#15,866"
1075,13480,"42.917856, -75.363163","Waterville,ÊNew York",3459,71.97,"#15,871"
1076,12117,"43.169293, -74.261094","Mayfield,ÊNew York",3223,71.6,"#15,900"
1077,12763,"41.690603, -74.525308","Mountain Dale,ÊNew York",766,71.34,"#15,919"
1078,12485,"42.204654, -74.116052","Tannersville,ÊNew York",1480,71.23,"#15,930"
1079,13606,"43.866400, -76.022787","Adams Center,ÊNew York",2727,71.16,"#15,942"
1080,10987,"41.199212, -74.224545","Tuxedo Park,ÊNew York",3148,70.78,"#15,974"
1081,12446,"41.790937, -74.314960","Kerhonkson,ÊNew York",4925,70.62,"#15,990"
1082,14040,"42.882168, -78.377535","Darien Center,ÊNew York",2331,70.48,"#15,999"
1083,12765,"41.852332, -74.621157","Neversink,ÊNew York",836,70.39,"#16,013"
1084,12053,"42.757543, -74.190866","Delanson,ÊNew York",4497,70.32,"#16,019"
1085,14550,"42.676483, -78.098453","Silver Springs,ÊNew York",1732,70.15,"#16,037"
1086,13159,"42.824842, -76.116211","Tully,ÊNew York",5277,70.08,"#16,045"
1087,12727,"41.660107, -74.982500","Cochecton Center,ÊNew York",23,69.84,"#16,070"
1088,13667,"44.837240, -74.960450","Norfolk,ÊNew York",3524,69.47,"#16,111"
1089,14433,"43.077038, -76.878578","Clyde,ÊNew York",4679,69.32,"#16,125"
1090,13460,"42.686926, -75.458076","Sherburne,ÊNew York",4424,69.13,"#16,141"
1091,12434,"42.354338, -74.482882","Grand Gorge,ÊNew York",663,69.13,"#16,143"
1092,14571,"43.345849, -78.253890","Waterport,ÊNew York",1119,69.01,"#16,154"
1093,13033,"43.188494, -76.562626","Cato,ÊNew York",4544,68.94,"#16,162"
1094,12816,"43.043657, -73.363490","Cambridge,ÊNew York",4845,68.63,"#16,183"
1095,6390,"41.277367, -71.952693","Fishers Island,ÊNew York",289,68.43,"#16,200"
1096,14544,"42.756251, -77.243735","Rushville,ÊNew York",1908,68.35,"#16,210"
1097,12860,"43.705345, -73.757999","Pottersville,ÊNew York",1150,68.33,"#16,213"
1098,13028,"43.297634, -75.895223","Bernhards Bay,ÊNew York",1380,68.14,"#16,226"
1099,14037,"42.808401, -78.450075","Cowlesville,ÊNew York",1067,67.87,"#16,250"
1100,14510,"42.683839, -77.881897","Mount Morris,ÊNew York",5094,67.55,"#16,274"
1101,14572,"42.564924, -77.562596","Wayland,ÊNew York",5282,67.49,"#16,276"
1102,14777,"42.400206, -78.280334","Rushford,ÊNew York",620,67.47,"#16,279"
1103,13409,"42.974873, -75.596977","Munnsville,ÊNew York",2181,67.41,"#16,284"
1104,13329,"43.110979, -74.703510","Dolgeville,ÊNew York",3976,67.35,"#16,289"
1105,13477,"43.035802, -75.516213","Vernon Center,ÊNew York",1398,67.04,"#16,313"
1106,12546,"41.948000, -73.523357","Millerton,ÊNew York",3103,66.87,"#16,329"
1107,13694,"44.857601, -75.146018","Waddington,ÊNew York",1360,66.75,"#16,345"
1108,13797,"42.333665, -76.040401","Lisle,ÊNew York",2405,66.33,"#16,382"
1109,12154,"42.927812, -73.590652","Schaghticoke,ÊNew York",2704,66.2,"#16,402"
1110,13310,"42.889620, -75.571545","Bouckville,ÊNew York",491,66.07,"#16,416"
1111,14837,"42.490228, -77.016336","Dundee,ÊNew York",5314,65.99,"#16,422"
1112,13673,"44.180844, -75.726040","Philadelphia,ÊNew York",2349,65.93,"#16,426"
1113,12029,"42.415956, -73.424965","Canaan,ÊNew York",1387,65.56,"#16,457"
1114,13118,"42.755585, -76.387278","Moravia,ÊNew York",6728,65.39,"#16,470"
1115,13101,"42.599501, -76.066293","Mc Graw,ÊNew York",2309,65.31,"#16,476"
1116,13675,"44.281718, -75.846286","Plessis,ÊNew York",98,65.24,"#16,481"
1117,14715,"42.076533, -78.144754","Bolivar,ÊNew York",3277,65.18,"#16,489"
1118,12734,"41.734585, -74.750460","Ferndale,ÊNew York",837,65.14,"#16,492"
1119,12074,"43.078638, -74.060443","Galway,ÊNew York",3195,65.11,"#16,495"
1120,13026,"42.756705, -76.651626","Aurora,ÊNew York",1841,64.77,"#16,522"
1121,12762,"41.664364, -74.792204","Mongaup Valley,ÊNew York",342,64.67,"#16,528"
1122,12809,"43.241806, -73.471231","Argyle,ÊNew York",3667,64.5,"#16,540"
1123,12766,"41.815208, -74.978854","North Branch,ÊNew York",456,64.42,"#16,546"
1124,12885,"43.524438, -73.821873","Warrensburg,ÊNew York",4646,64.29,"#16,558"
1125,12059,"42.619229, -74.060894","East Berne,ÊNew York",1843,63.9,"#16,598"
1126,13849,"42.364096, -75.315824","Unadilla,ÊNew York",5151,63.75,"#16,610"
1127,14477,"43.335707, -78.133393","Kent,ÊNew York",1689,63.72,"#16,615"
1128,13450,"42.699265, -74.813133","Roseboom,ÊNew York",219,63.59,"#16,630"
1129,13825,"42.455996, -75.191937","Otego,ÊNew York",3535,63.58,"#16,632"
1130,13339,"42.936896, -74.658660","Fort Plain,ÊNew York",6787,63.45,"#16,644"
1131,13809,"42.410311, -75.428623","Mount Upton,ÊNew York",1372,63.27,"#16,659"
1132,12846,"43.345954, -73.789719","Lake Luzerne,ÊNew York",3162,63.26,"#16,660"
1133,13452,"43.043056, -74.630470","Saint Johnsville,ÊNew York",4408,63.2,"#16,672"
1134,14427,"42.615137, -78.050762","Castile,ÊNew York",2181,63.05,"#16,695"
1135,12092,"42.703054, -74.389967","Howes Cave,ÊNew York",861,63.04,"#16,696"
1136,14841,"42.517515, -76.852181","Hector,ÊNew York",773,62.48,"#16,751"
1137,13111,"43.258488, -76.614264","Martville,ÊNew York",1748,62.39,"#16,760"
1138,13778,"42.359219, -75.759496","Greene,ÊNew York",6389,62.32,"#16,767"
1139,12787,"41.795396, -74.845023","White Sulphur Springs,ÊNew York",223,62.22,"#16,782"
1140,13301,"43.422141, -75.223686","Alder Creek,ÊNew York",219,62.12,"#16,794"
1141,12992,"44.826541, -73.532192","West Chazy,ÊNew York",4533,62.12,"#16,796"
1142,13642,"44.332561, -75.465315","Gouverneur,ÊNew York",10329,62,"#16,802"
1143,12160,"42.753580, -74.347628","Sloansville,ÊNew York",1177,61.96,"#16,807"
1144,13743,"42.217061, -76.332567","Candor,ÊNew York",3807,61.88,"#16,813"
1145,12770,"41.449597, -74.851422","Pond Eddy,ÊNew York",272,61.78,"#16,820"
1146,12457,"42.046634, -74.233239","Mount Tremper,ÊNew York",1123,61.77,"#16,823"
1147,13122,"42.838680, -75.844781","New Woodstock,ÊNew York",1209,61.46,"#16,867"
1148,13787,"42.200328, -75.665581","Harpursville,ÊNew York",3642,61.37,"#16,872"
1149,12883,"43.836665, -73.552970","Ticonderoga,ÊNew York",5160,61.26,"#16,883"
1150,12723,"41.775783, -75.018807","Callicoon,ÊNew York",2251,61.09,"#16,895"
1151,14098,"43.333873, -78.378758","Lyndonville,ÊNew York",2896,61.01,"#16,902"
1152,13354,"43.261606, -75.270920","Holland Patent,ÊNew York",3090,61,"#16,907"
1153,13734,"42.069955, -76.409653","Barton,ÊNew York",2511,60.92,"#16,916"
1154,14847,"42.608582, -76.734212","Interlaken,ÊNew York",2411,60.9,"#16,919"
1155,12935,"44.843039, -73.749557","Ellenburg Depot,ÊNew York",5494,60.81,"#16,927"
1156,14145,"42.729606, -78.434328","Strykersville,ÊNew York",1732,60.35,"#16,972"
1157,13865,"42.064423, -75.637752","Windsor,ÊNew York",6507,60.24,"#16,983"
1158,12517,"42.144292, -73.503163","Copake Falls,ÊNew York",317,60.19,"#16,989"
1159,14525,"42.869999, -78.011531","Pavilion,ÊNew York",2971,60.08,"#16,999"
1160,14821,"42.238903, -77.207758","Campbell,ÊNew York",3503,59.9,"#17,015"
1161,12567,"41.983070, -73.660642","Pine Plains,ÊNew York",2938,59.84,"#17,020"
1162,14008,"43.309798, -78.629027","Appleton,ÊNew York",1489,59.67,"#17,032"
1163,12028,"42.934442, -73.442269","Buskirk,ÊNew York",1100,59.64,"#17,035"
1164,12116,"42.538795, -74.911164","Maryland,ÊNew York",1807,59.58,"#17,042"
1165,14058,"43.109493, -78.160006","Elba,ÊNew York",2325,59.52,"#17,048"
1166,12741,"41.830767, -75.088311","Hankins,ÊNew York",252,59.51,"#17,051"
1167,13796,"42.548152, -75.145203","Laurens,ÊNew York",1190,59.08,"#17,084"
1168,12066,"42.795866, -74.317456","Esperance,ÊNew York",1797,58.91,"#17,102"
1169,12062,"42.547941, -73.544568","East Nassau,ÊNew York",1728,58.83,"#17,114"
1170,12057,"42.960614, -73.351947","Eagle Bridge,ÊNew York",1713,58.62,"#17,138"
1171,14561,"42.819550, -77.130007","Stanley,ÊNew York",2875,58.56,"#17,146"
1172,12031,"42.767245, -74.446885","Carlisle,ÊNew York",130,58.54,"#17,148"
1173,13605,"43.807294, -76.050285","Adams,ÊNew York",4615,58.5,"#17,153"
1174,12046,"42.509480, -73.923510","Coeymans Hollow,ÊNew York",934,58.33,"#17,168"
1175,14560,"42.690701, -77.582961","Springwater,ÊNew York",2134,58.21,"#17,186"
1176,13733,"42.297364, -75.478119","Bainbridge,ÊNew York",4874,57.87,"#17,209"
1177,13318,"42.920182, -75.261538","Cassville,ÊNew York",1429,57.87,"#17,210"
1178,14840,"42.441073, -77.188573","Hammondsport,ÊNew York",3406,57.84,"#17,212"
1179,14842,"42.600505, -76.981134","Himrod,ÊNew York",909,57.74,"#17,228"
1180,14738,"42.045388, -79.056846","Frewsburg,ÊNew York",3800,57.64,"#17,238"
1181,12719,"41.483758, -74.916637","Barryville,ÊNew York",1012,57.57,"#17,242"
1182,14736,"42.140503, -79.746885","Findley Lake,ÊNew York",289,57.31,"#17,280"
1183,12494,"41.967413, -74.294206","West Shokan,ÊNew York",714,57.23,"#17,287"
1184,13753,"42.295421, -74.924118","Delhi,ÊNew York",5474,57.17,"#17,294"
1185,12887,"43.550808, -73.383202","Whitehall,ÊNew York",4710,57.05,"#17,314"
1186,14005,"42.917699, -78.241631","Alexander,ÊNew York",1753,56.99,"#17,321"
1187,12581,"41.900541, -73.692273","Stanfordville,ÊNew York",2231,56.96,"#17,325"
1188,14838,"42.183871, -76.658655","Erin,ÊNew York",2105,56.43,"#17,378"
1189,14129,"42.481182, -79.017384","Perrysburg,ÊNew York",1812,56.32,"#17,390"
1190,12461,"41.926103, -74.301048","Olivebridge,ÊNew York",1781,56.06,"#17,418"
1191,12156,"42.470821, -73.748257","Schodack Landing,ÊNew York",923,55.99,"#17,426"
1192,14065,"42.488879, -78.315214","Freedom,ÊNew York",2003,55.78,"#17,449"
1193,12865,"43.214159, -73.347451","Salem,ÊNew York",3152,55.74,"#17,457"
1194,12850,"43.102616, -73.981441","Middle Grove,ÊNew York",2242,55.73,"#17,460"
1195,12738,"41.654765, -74.560004","Glen Wild,ÊNew York",320,55.7,"#17,465"
1196,13326,"42.722500, -74.895381","Cooperstown,ÊNew York",5598,55.66,"#17,471"
1197,12783,"41.738633, -74.833724","Swan Lake,ÊNew York",2169,55.63,"#17,476"
1198,13807,"42.629776, -75.028841","Milford,ÊNew York",1319,55.42,"#17,499"
1199,14055,"42.562879, -78.600126","East Concord,ÊNew York",1469,54.86,"#17,578"
1200,12168,"42.560992, -73.387574","Stephentown,ÊNew York",2083,54.65,"#17,601"
1201,12042,"42.425570, -73.920464","Climax,ÊNew York",812,54.62,"#17,606"
1202,13730,"42.238949, -75.571439","Afton,ÊNew York",2982,54.52,"#17,614"
1203,14857,"42.515012, -76.921115","Lakemont,ÊNew York",9,54.34,"#17,643"
1204,14747,"42.158209, -79.084048","Kennedy,ÊNew York",2436,54.19,"#17,653"
1205,12072,"42.884893, -74.356741","Fultonville,ÊNew York",2545,54,"#17,671"
1206,12193,"42.507525, -74.038399","Westerlo,ÊNew York",2117,53.87,"#17,690"
1207,14772,"42.157470, -78.952618","Randolph,ÊNew York",4274,53.43,"#17,733"
1208,13750,"42.459563, -74.831929","Davenport,ÊNew York",1305,53.35,"#17,747"
1209,14883,"42.243022, -76.472102","Spencer,ÊNew York",3866,53.1,"#17,768"
1210,12165,"42.308282, -73.499864","Spencertown,ÊNew York",236,53.05,"#17,776"
1211,14881,"42.405998, -76.351681","Slaterville Springs,ÊNew York",161,52.93,"#17,795"
1212,14726,"42.253585, -79.020279","Conewango Valley,ÊNew York",2144,52.93,"#17,797"
1213,14812,"42.286166, -76.974274","Beaver Dams,ÊNew York",3932,52.7,"#17,826"
1214,13402,"42.908511, -75.499306","Madison,ÊNew York",1694,52.56,"#17,841"
1215,12064,"42.617772, -74.649399","East Worcester,ÊNew York",480,52.42,"#17,863"
1216,14091,"42.537727, -78.882534","Lawtons,ÊNew York",1135,52.36,"#17,873"
1217,14879,"42.307683, -77.202498","Savona,ÊNew York",1985,52.19,"#17,894"
1218,14740,"42.222299, -79.148649","Gerry,ÊNew York",1138,52.09,"#17,905"
1219,14825,"42.055631, -76.605721","Chemung,ÊNew York",918,52.02,"#17,913"
1220,12429,"41.815633, -73.974822","Esopus,ÊNew York",51,51.88,"#17,926"
1221,13431,"43.209082, -75.073328","Poland,ÊNew York",1840,51.74,"#17,938"
1222,13334,"42.838213, -75.654080","Eaton,ÊNew York",1526,51.41,"#17,986"
1223,12149,"42.630367, -74.559012","Richmondville,ÊNew York",2008,51.26,"#18,003"
1224,13092,"42.654563, -76.419295","Locke,ÊNew York",2498,51.13,"#18,016"
1225,14462,"42.686022, -77.757656","Groveland,ÊNew York",632,50.98,"#18,038"
1226,13780,"42.431337, -75.483014","Guilford,ÊNew York",923,50.89,"#18,050"
1227,12957,"44.842599, -74.575140","Moira,ÊNew York",1798,50.88,"#18,051"
1228,13620,"43.908782, -75.448325","Castorland,ÊNew York",2499,50.78,"#18,059"
1229,14782,"42.265414, -79.259701","Sinclairville,ÊNew York",2932,50.6,"#18,080"
1230,14817,"42.365570, -76.332004","Brooktondale,ÊNew York",2282,50.59,"#18,083"
1231,14803,"42.233273, -77.795084","Alfred Station,ÊNew York",1241,50.54,"#18,090"
1232,13146,"43.100853, -76.756859","Savannah,ÊNew York",2541,50.36,"#18,112"
1233,12958,"44.953538, -73.572922","Mooers,ÊNew York",1737,50.3,"#18,117"
1234,14082,"42.655393, -78.377089","Java Center,ÊNew York",428,49.98,"#18,160"
1235,13491,"42.864135, -75.168133","West Winfield,ÊNew York",3784,49.93,"#18,167"
1236,14775,"42.228753, -79.699933","Ripley,ÊNew York",2736,49.91,"#18,171"
1237,14801,"42.104056, -77.292968","Addison,ÊNew York",5427,49.62,"#18,204"
1238,13333,"42.836735, -74.805803","East Springfield,ÊNew York",142,49.45,"#18,226"
1239,14591,"42.832021, -78.107328","Wyoming,ÊNew York",1570,49.43,"#18,232"
1240,14101,"42.386295, -78.536979","Machias,ÊNew York",1949,49.07,"#18,279"
1241,14167,"42.750032, -78.324679","Varysburg,ÊNew York",1646,48.71,"#18,328"
1242,13483,"43.406502, -75.835393","Westdale,ÊNew York",160,48.6,"#18,351"
1243,12965,"44.694202, -74.687711","Nicholville,ÊNew York",489,48.5,"#18,365"
1244,12176,"42.382017, -73.980862","Surprise,ÊNew York",175,48.45,"#18,375"
1245,14727,"42.206974, -78.297252","Cuba,ÊNew York",5366,48.44,"#18,376"
1246,13063,"42.847233, -75.967841","Fabius,ÊNew York",2027,48.13,"#18,420"
1247,13468,"42.848254, -74.851925","Springfield Center,ÊNew York",459,48.1,"#18,428"
1248,14815,"42.374323, -77.086684","Bradford,ÊNew York",973,48.05,"#18,435"
1249,13418,"42.847748, -75.389226","North Brookfield,ÊNew York",325,47.97,"#18,448"
1250,12052,"42.747432, -73.463447","Cropseyville,ÊNew York",1000,47.48,"#18,513"
1251,14062,"42.451343, -79.166476","Forestville,ÊNew York",3351,47.42,"#18,523"
1252,14878,"42.447954, -76.941942","Rock Stream,ÊNew York",747,47.36,"#18,533"
1253,12944,"44.442367, -73.514751","Keeseville,ÊNew York",4402,47.17,"#18,565"
1254,13808,"42.530472, -75.254515","Morris,ÊNew York",1894,46.99,"#18,591"
1255,14809,"42.422712, -77.441531","Avoca,ÊNew York",2610,46.88,"#18,609"
1256,12837,"43.476445, -73.255601","Hampton,ÊNew York",849,46.87,"#18,611"
1257,14013,"43.086290, -78.397746","Basom,ÊNew York",1822,46.84,"#18,614"
1258,13803,"42.470065, -76.072120","Marathon,ÊNew York",4225,46.8,"#18,618"
1259,14054,"42.908684, -78.148894","East Bethany,ÊNew York",1361,46.53,"#18,658"
1260,14823,"42.249138, -77.558954","Canisteo,ÊNew York",3985,46.51,"#18,661"
1261,12937,"44.954775, -74.471763","Fort Covington,ÊNew York",1524,46.51,"#18,662"
1262,13332,"42.764187, -75.581764","Earlville,ÊNew York",2400,46.48,"#18,673"
1263,13411,"42.633789, -75.306457","New Berlin,ÊNew York",3332,46.39,"#18,690"
1264,12409,"42.084844, -74.156900","Bearsville,ÊNew York",464,46.35,"#18,697"
1265,14507,"42.675374, -77.305556","Middlesex,ÊNew York",1385,46.35,"#18,698"
1266,13864,"42.292696, -76.401099","Willseyville,ÊNew York",1085,46.16,"#18,740"
1267,13439,"42.853508, -74.998075","Richfield Springs,ÊNew York",3893,45.96,"#18,771"
1268,12136,"42.439484, -73.555326","Old Chatham,ÊNew York",875,45.9,"#18,788"
1269,13368,"43.635778, -75.325203","Lyons Falls,ÊNew York",1162,45.65,"#18,823"
1270,14541,"42.763430, -76.844570","Romulus,ÊNew York",2006,45.57,"#18,837"
1271,12916,"44.829345, -74.514650","Brushton,ÊNew York",1857,45.54,"#18,840"
1272,13754,"42.088482, -75.447962","Deposit,ÊNew York",3437,45.34,"#18,866"
1273,12521,"42.171332, -73.650529","Craryville,ÊNew York",1499,45.3,"#18,870"
1274,12946,"44.273458, -73.962583","Lake Placid,ÊNew York",8098,45.22,"#18,888"
1275,13841,"42.419610, -75.845795","Smithville Flats,ÊNew York",399,44.89,"#18,944"
1276,12736,"41.835405, -75.031535","Fremont Center,ÊNew York",152,44.81,"#18,958"
1277,14860,"42.577999, -76.830889","Lodi,ÊNew York",1142,44.8,"#18,960"
